"filename", "language", "JavaScript", "PHP", "XML", "JavaScript JSX", "JSON", "PostCSS", "Markdown", "JSON with Comments", "comment", "blank", "total"
"c:\Computer Science Stuff\Web Dev Shit\laravel projects\hackattack2\resources\js\Pages\Profile\Partials\UpdateProfileInformationForm.jsx", "JavaScript JSX", 0, 0, 0, 97, 0, 0, 0, 0, 0, 17, 114
"c:\Computer Science Stuff\Web Dev Shit\laravel projects\hackattack2\resources\js\Pages\ShowReport.jsx", "JavaScript JSX", 0, 0, 0, 358, 0, 0, 0, 0, 5, 13, 376
"c:\Computer Science Stuff\Web Dev Shit\laravel projects\hackattack2\resources\js\Pages\ShowUser.jsx", "JavaScript JSX", 0, 0, 0, 256, 0, 0, 0, 0, 0, 12, 268
"c:\Computer Science Stuff\Web Dev Shit\laravel projects\hackattack2\resources\js\app.jsx", "JavaScript JSX", 0, 0, 0, 21, 0, 0, 0, 0, 0, 5, 26
"c:\Computer Science Stuff\Web Dev Shit\laravel projects\hackattack2\resources\js\bootstrap.js", "JavaScript", 3, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5
"c:\Computer Science Stuff\Web Dev Shit\laravel projects\hackattack2\resources\js\lib\utils.js", "JavaScript", 5, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"c:\Computer Science Stuff\Web Dev Shit\laravel projects\hackattack2\resources\views\app.blade.php", "PHP", 0, 20, 0, 0, 0, 0, 0, 0, 0, 4, 24
"c:\Computer Science Stuff\Web Dev Shit\laravel projects\hackattack2\routes\auth.php", "PHP", 0, 43, 0, 0, 0, 0, 0, 0, 0, 17, 60
"c:\Computer Science Stuff\Web Dev Shit\laravel projects\hackattack2\routes\console.php", "PHP", 0, 6, 0, 0, 0, 0, 0, 0, 0, 3, 9
"c:\Computer Science Stuff\Web Dev Shit\laravel projects\hackattack2\routes\web.php", "PHP", 0, 33, 0, 0, 0, 0, 0, 0, 0, 10, 43
"c:\Computer Science Stuff\Web Dev Shit\laravel projects\hackattack2\tailwind.config.js", "JavaScript", 91, 0, 0, 0, 0, 0, 0, 0, 1, 4, 96
"c:\Computer Science Stuff\Web Dev Shit\laravel projects\hackattack2\tests\Feature\Auth\AuthenticationTest.php", "PHP", 0, 29, 0, 0, 0, 0, 0, 0, 0, 13, 42
"c:\Computer Science Stuff\Web Dev Shit\laravel projects\hackattack2\tests\Feature\Auth\EmailVerificationTest.php", "PHP", 0, 33, 0, 0, 0, 0, 0, 0, 0, 14, 47
"c:\Computer Science Stuff\Web Dev Shit\laravel projects\hackattack2\tests\Feature\Auth\PasswordConfirmationTest.php", "PHP", 0, 22, 0, 0, 0, 0, 0, 0, 0, 11, 33
"c:\Computer Science Stuff\Web Dev Shit\laravel projects\hackattack2\tests\Feature\Auth\PasswordResetTest.php", "PHP", 0, 41, 0, 0, 0, 0, 0, 0, 0, 20, 61
"c:\Computer Science Stuff\Web Dev Shit\laravel projects\hackattack2\tests\Feature\Auth\PasswordUpdateTest.php", "PHP", 0, 32, 0, 0, 0, 0, 0, 0, 0, 9, 41
"c:\Computer Science Stuff\Web Dev Shit\laravel projects\hackattack2\tests\Feature\Auth\RegistrationTest.php", "PHP", 0, 15, 0, 0, 0, 0, 0, 0, 0, 5, 20
"c:\Computer Science Stuff\Web Dev Shit\laravel projects\hackattack2\tests\Feature\ExampleTest.php", "PHP", 0, 5, 0, 0, 0, 0, 0, 0, 0, 3, 8
"c:\Computer Science Stuff\Web Dev Shit\laravel projects\hackattack2\tests\Feature\ProfileTest.php", "PHP", 0, 64, 0, 0, 0, 0, 0, 0, 0, 22, 86
"c:\Computer Science Stuff\Web Dev Shit\laravel projects\hackattack2\tests\Pest.php", "PHP", 0, 10, 0, 0, 0, 0, 0, 0, 31, 7, 48
"c:\Computer Science Stuff\Web Dev Shit\laravel projects\hackattack2\tests\TestCase.php", "PHP", 0, 6, 0, 0, 0, 0, 0, 0, 1, 4, 11
"c:\Computer Science Stuff\Web Dev Shit\laravel projects\hackattack2\tests\Unit\ExampleTest.php", "PHP", 0, 4, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Computer Science Stuff\Web Dev Shit\laravel projects\hackattack2\vite.config.js", "JavaScript", 12, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14
"Total", "-", 117, 2148, 34, 3910, 15100, 66, 45, 10, 1005, 1112, 23547
